season,episode,scene,speaker1,speaker2,speaker_pair,num_speaker_pairs,interaction_factor
1,3,9,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,21,0.047619047619047616
1,3,9,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,21,0.047619047619047616
1,3,9,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,21,0.047619047619047616
1,3,9,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,21,0.047619047619047616
1,3,9,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,21,0.047619047619047616
1,3,9,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,21,0.047619047619047616
1,3,9,Rachel Green,Monica Geller,Rachel Green-Monica Geller,21,0.047619047619047616
1,3,9,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,21,0.047619047619047616
1,3,9,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,21,0.047619047619047616
1,3,11,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,6,0.16666666666666666
1,3,11,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,6,0.16666666666666666
1,3,11,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,6,0.16666666666666666
1,3,11,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,6,0.16666666666666666
1,3,11,Rachel Green,Ross Geller,Rachel Green-Ross Geller,6,0.16666666666666666
1,3,11,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,6,0.16666666666666666
1,3,12,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,21,0.047619047619047616
1,3,12,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,21,0.047619047619047616
1,3,12,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,21,0.047619047619047616
1,3,12,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,21,0.047619047619047616
1,3,12,Chandler Bing,#ALL#,Chandler Bing-#ALL#,21,0.047619047619047616
1,3,12,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,21,0.047619047619047616
1,3,12,Monica Geller,Ross Geller,Monica Geller-Ross Geller,21,0.047619047619047616
1,3,12,Rachel Green,Ross Geller,Rachel Green-Ross Geller,21,0.047619047619047616
1,3,12,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,21,0.047619047619047616
1,3,12,Ross Geller,#ALL#,Ross Geller-#ALL#,21,0.047619047619047616
1,3,12,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,21,0.047619047619047616
1,3,12,Rachel Green,Monica Geller,Rachel Green-Monica Geller,21,0.047619047619047616
1,3,12,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,21,0.047619047619047616
1,3,12,Monica Geller,#ALL#,Monica Geller-#ALL#,21,0.047619047619047616
1,3,12,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,21,0.047619047619047616
1,3,12,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,21,0.047619047619047616
1,3,12,Rachel Green,#ALL#,Rachel Green-#ALL#,21,0.047619047619047616
1,3,12,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,21,0.047619047619047616
1,3,12,Phoebe Buffay,#ALL#,Phoebe Buffay-#ALL#,21,0.047619047619047616
1,3,12,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,21,0.047619047619047616
1,3,12,#ALL#,Joey Tribbiani,#ALL#-Joey Tribbiani,21,0.047619047619047616
1,3,14,Rachel Green,Ross Geller,Rachel Green-Ross Geller,15,0.06666666666666667
1,3,14,Rachel Green,Monica Geller,Rachel Green-Monica Geller,15,0.06666666666666667
1,3,14,Rachel Green,#ALL#,Rachel Green-#ALL#,15,0.06666666666666667
1,3,14,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,15,0.06666666666666667
1,3,14,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,15,0.06666666666666667
1,3,14,Monica Geller,Ross Geller,Monica Geller-Ross Geller,15,0.06666666666666667
1,3,14,Ross Geller,#ALL#,Ross Geller-#ALL#,15,0.06666666666666667
1,3,14,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,15,0.06666666666666667
1,3,14,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,15,0.06666666666666667
1,3,14,Monica Geller,#ALL#,Monica Geller-#ALL#,15,0.06666666666666667
1,3,14,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,15,0.06666666666666667
1,3,14,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,15,0.06666666666666667
1,3,14,Phoebe Buffay,#ALL#,Phoebe Buffay-#ALL#,15,0.06666666666666667
1,3,14,Chandler Bing,#ALL#,Chandler Bing-#ALL#,15,0.06666666666666667
1,3,14,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,15,0.06666666666666667
1,4,1,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,21,0.047619047619047616
1,4,1,Monica Geller,Ross Geller,Monica Geller-Ross Geller,21,0.047619047619047616
1,4,1,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,21,0.047619047619047616
1,4,1,Rachel Green,Monica Geller,Rachel Green-Monica Geller,21,0.047619047619047616
1,4,1,Monica Geller,#ALL#,Monica Geller-#ALL#,21,0.047619047619047616
1,4,1,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,21,0.047619047619047616
1,4,1,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,21,0.047619047619047616
1,4,1,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,21,0.047619047619047616
1,4,1,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,21,0.047619047619047616
1,4,1,Phoebe Buffay,#ALL#,Phoebe Buffay-#ALL#,21,0.047619047619047616
1,4,1,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,21,0.047619047619047616
1,4,1,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,21,0.047619047619047616
1,4,1,Rachel Green,Ross Geller,Rachel Green-Ross Geller,21,0.047619047619047616
1,4,1,Ross Geller,#ALL#,Ross Geller-#ALL#,21,0.047619047619047616
1,4,1,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,21,0.047619047619047616
1,4,1,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,21,0.047619047619047616
1,4,1,Chandler Bing,#ALL#,Chandler Bing-#ALL#,21,0.047619047619047616
1,4,1,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,21,0.047619047619047616
1,4,1,Rachel Green,#ALL#,Rachel Green-#ALL#,21,0.047619047619047616
1,4,1,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,21,0.047619047619047616
1,4,1,#ALL#,Joey Tribbiani,#ALL#-Joey Tribbiani,21,0.047619047619047616
1,4,2,Monica Geller,Ross Geller,Monica Geller-Ross Geller,21,0.047619047619047616
1,4,2,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,21,0.047619047619047616
1,4,2,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,21,0.047619047619047616
1,4,2,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,21,0.047619047619047616
1,4,2,Rachel Green,Monica Geller,Rachel Green-Monica Geller,21,0.047619047619047616
1,4,2,Monica Geller,#ALL#,Monica Geller-#ALL#,21,0.047619047619047616
1,4,2,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,21,0.047619047619047616
1,4,2,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,21,0.047619047619047616
1,4,2,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,21,0.047619047619047616
1,4,2,Rachel Green,Ross Geller,Rachel Green-Ross Geller,21,0.047619047619047616
1,4,2,Ross Geller,#ALL#,Ross Geller-#ALL#,21,0.047619047619047616
1,4,2,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,21,0.047619047619047616
1,4,2,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,21,0.047619047619047616
1,4,2,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,21,0.047619047619047616
1,4,2,Phoebe Buffay,#ALL#,Phoebe Buffay-#ALL#,21,0.047619047619047616
1,4,2,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,21,0.047619047619047616
1,4,2,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,21,0.047619047619047616
1,4,2,#ALL#,Joey Tribbiani,#ALL#-Joey Tribbiani,21,0.047619047619047616
1,4,2,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,21,0.047619047619047616
1,4,2,Chandler Bing,#ALL#,Chandler Bing-#ALL#,21,0.047619047619047616
1,4,2,Rachel Green,#ALL#,Rachel Green-#ALL#,21,0.047619047619047616
1,4,3,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,3,0.3333333333333333
1,4,3,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,3,0.3333333333333333
1,4,3,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,3,0.3333333333333333
1,4,5,Rachel Green,Monica Geller,Rachel Green-Monica Geller,3,0.3333333333333333
1,4,5,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,3,0.3333333333333333
1,4,5,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,3,0.3333333333333333
1,4,6,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,3,0.3333333333333333
1,4,6,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,3,0.3333333333333333
1,4,6,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,3,0.3333333333333333
1,4,7,Rachel Green,Monica Geller,Rachel Green-Monica Geller,3,0.3333333333333333
1,4,7,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,3,0.3333333333333333
1,4,7,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,3,0.3333333333333333
1,4,8,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,3,0.3333333333333333
1,4,8,Ross Geller,#ALL#,Ross Geller-#ALL#,3,0.3333333333333333
1,4,8,Chandler Bing,#ALL#,Chandler Bing-#ALL#,3,0.3333333333333333
1,4,9,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,3,0.3333333333333333
1,4,9,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,3,0.3333333333333333
1,4,9,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,3,0.3333333333333333
1,4,10,Rachel Green,Monica Geller,Rachel Green-Monica Geller,3,0.3333333333333333
1,4,10,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,3,0.3333333333333333
1,4,10,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,3,0.3333333333333333
1,4,12,Rachel Green,Monica Geller,Rachel Green-Monica Geller,3,0.3333333333333333
1,4,12,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,3,0.3333333333333333
1,4,12,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,3,0.3333333333333333
1,4,13,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,3,0.3333333333333333
1,4,13,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,3,0.3333333333333333
1,4,13,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,3,0.3333333333333333
1,4,14,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,6,0.16666666666666666
1,4,14,Rachel Green,Monica Geller,Rachel Green-Monica Geller,6,0.16666666666666666
1,4,14,Monica Geller,#ALL#,Monica Geller-#ALL#,6,0.16666666666666666
1,4,14,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,6,0.16666666666666666
1,4,14,Phoebe Buffay,#ALL#,Phoebe Buffay-#ALL#,6,0.16666666666666666
1,4,14,Rachel Green,#ALL#,Rachel Green-#ALL#,6,0.16666666666666666
1,4,15,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,3,0.3333333333333333
1,4,15,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,3,0.3333333333333333
1,4,15,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,3,0.3333333333333333
1,4,16,Monica Geller,Ross Geller,Monica Geller-Ross Geller,6,0.16666666666666666
1,4,16,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,6,0.16666666666666666
1,4,16,Rachel Green,Ross Geller,Rachel Green-Ross Geller,6,0.16666666666666666
1,4,16,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,6,0.16666666666666666
1,4,16,Rachel Green,Monica Geller,Rachel Green-Monica Geller,6,0.16666666666666666
1,4,16,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,6,0.16666666666666666
1,5,1,Monica Geller,Ross Geller,Monica Geller-Ross Geller,15,0.06666666666666667
1,5,1,Rachel Green,Monica Geller,Rachel Green-Monica Geller,15,0.06666666666666667
1,5,1,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,15,0.06666666666666667
1,5,1,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,15,0.06666666666666667
1,5,1,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,15,0.06666666666666667
1,5,1,Rachel Green,Ross Geller,Rachel Green-Ross Geller,15,0.06666666666666667
1,5,1,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,15,0.06666666666666667
1,5,1,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,15,0.06666666666666667
1,5,1,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,15,0.06666666666666667
1,5,1,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,15,0.06666666666666667
1,5,1,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,15,0.06666666666666667
1,5,1,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,15,0.06666666666666667
1,5,1,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,15,0.06666666666666667
1,5,1,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,15,0.06666666666666667
1,5,1,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,15,0.06666666666666667
1,5,2,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,15,0.06666666666666667
1,5,2,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,15,0.06666666666666667
1,5,2,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,15,0.06666666666666667
1,5,2,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,15,0.06666666666666667
1,5,2,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,15,0.06666666666666667
1,5,2,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,15,0.06666666666666667
1,5,2,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,15,0.06666666666666667
1,5,2,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,15,0.06666666666666667
1,5,2,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,15,0.06666666666666667
1,5,2,Monica Geller,Ross Geller,Monica Geller-Ross Geller,15,0.06666666666666667
1,5,2,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,15,0.06666666666666667
1,5,2,Rachel Green,Ross Geller,Rachel Green-Ross Geller,15,0.06666666666666667
1,5,2,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,15,0.06666666666666667
1,5,2,Rachel Green,Monica Geller,Rachel Green-Monica Geller,15,0.06666666666666667
1,5,2,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,15,0.06666666666666667
1,5,3,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,1,1.0
1,5,4,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,1,1.0
1,5,5,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,1,1.0
1,5,6,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,3,0.3333333333333333
1,5,6,Chandler Bing,Janice Litman Goralnik,Chandler Bing-Janice Litman Goralnik,3,0.3333333333333333
1,5,6,Phoebe Buffay,Janice Litman Goralnik,Phoebe Buffay-Janice Litman Goralnik,3,0.3333333333333333
1,5,7,Rachel Green,Woman,Rachel Green-Woman,3,0.3333333333333333
1,5,7,Ross Geller,Woman,Ross Geller-Woman,3,0.3333333333333333
1,5,7,Rachel Green,Ross Geller,Rachel Green-Ross Geller,3,0.3333333333333333
1,5,8,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,1,1.0
1,5,11,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,3,0.3333333333333333
1,5,11,Phoebe Buffay,Janice Litman Goralnik,Phoebe Buffay-Janice Litman Goralnik,3,0.3333333333333333
1,5,11,Chandler Bing,Janice Litman Goralnik,Chandler Bing-Janice Litman Goralnik,3,0.3333333333333333
1,5,12,Rachel Green,Ross Geller,Rachel Green-Ross Geller,1,1.0
1,5,13,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,1,1.0
1,5,14,Chandler Bing,Janice Litman Goralnik,Chandler Bing-Janice Litman Goralnik,3,0.3333333333333333
1,5,14,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,3,0.3333333333333333
1,5,14,Phoebe Buffay,Janice Litman Goralnik,Phoebe Buffay-Janice Litman Goralnik,3,0.3333333333333333
1,5,15,Rachel Green,Ross Geller,Rachel Green-Ross Geller,3,0.3333333333333333
1,5,15,Ross Geller,Woman,Ross Geller-Woman,3,0.3333333333333333
1,5,15,Rachel Green,Woman,Rachel Green-Woman,3,0.3333333333333333
1,5,16,Rachel Green,Ross Geller,Rachel Green-Ross Geller,15,0.06666666666666667
1,5,16,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,15,0.06666666666666667
1,5,16,Rachel Green,Monica Geller,Rachel Green-Monica Geller,15,0.06666666666666667
1,5,16,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,15,0.06666666666666667
1,5,16,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,15,0.06666666666666667
1,5,16,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,15,0.06666666666666667
1,5,16,Monica Geller,Ross Geller,Monica Geller-Ross Geller,15,0.06666666666666667
1,5,16,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,15,0.06666666666666667
1,5,16,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,15,0.06666666666666667
1,5,16,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,15,0.06666666666666667
1,5,16,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,15,0.06666666666666667
1,5,16,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,15,0.06666666666666667
1,5,16,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,15,0.06666666666666667
1,5,16,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,15,0.06666666666666667
1,5,16,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,15,0.06666666666666667
1,6,1,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,10,0.1
1,6,1,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,10,0.1
1,6,1,Rachel Green,Ross Geller,Rachel Green-Ross Geller,10,0.1
1,6,1,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,10,0.1
1,6,1,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,10,0.1
1,6,1,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,10,0.1
1,6,1,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,10,0.1
1,6,1,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,10,0.1
1,6,1,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,10,0.1
1,6,1,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,10,0.1
1,6,2,Rachel Green,Monica Geller,Rachel Green-Monica Geller,21,0.047619047619047616
1,6,2,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,21,0.047619047619047616
1,6,2,Rachel Green,Ross Geller,Rachel Green-Ross Geller,21,0.047619047619047616
1,6,2,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,21,0.047619047619047616
1,6,2,Rachel Green,#ALL#,Rachel Green-#ALL#,21,0.047619047619047616
1,6,2,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,21,0.047619047619047616
1,6,2,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,21,0.047619047619047616
1,6,2,Monica Geller,Ross Geller,Monica Geller-Ross Geller,21,0.047619047619047616
1,6,2,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,21,0.047619047619047616
1,6,2,Monica Geller,#ALL#,Monica Geller-#ALL#,21,0.047619047619047616
1,6,2,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,21,0.047619047619047616
1,6,2,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,21,0.047619047619047616
1,6,2,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,21,0.047619047619047616
1,6,2,Chandler Bing,#ALL#,Chandler Bing-#ALL#,21,0.047619047619047616
1,6,2,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,21,0.047619047619047616
1,6,2,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,21,0.047619047619047616
1,6,2,Ross Geller,#ALL#,Ross Geller-#ALL#,21,0.047619047619047616
1,6,2,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,21,0.047619047619047616
1,6,2,Phoebe Buffay,#ALL#,Phoebe Buffay-#ALL#,21,0.047619047619047616
1,6,2,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,21,0.047619047619047616
1,6,2,#ALL#,Joey Tribbiani,#ALL#-Joey Tribbiani,21,0.047619047619047616
1,6,3,Chandler Bing,#ALL#,Chandler Bing-#ALL#,15,0.06666666666666667
1,6,3,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,15,0.06666666666666667
1,6,3,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,15,0.06666666666666667
1,6,3,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,15,0.06666666666666667
1,6,3,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,15,0.06666666666666667
1,6,3,Phoebe Buffay,#ALL#,Phoebe Buffay-#ALL#,15,0.06666666666666667
1,6,3,Monica Geller,#ALL#,Monica Geller-#ALL#,15,0.06666666666666667
1,6,3,#ALL#,Joey Tribbiani,#ALL#-Joey Tribbiani,15,0.06666666666666667
1,6,3,Ross Geller,#ALL#,Ross Geller-#ALL#,15,0.06666666666666667
1,6,3,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,15,0.06666666666666667
1,6,3,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,15,0.06666666666666667
1,6,3,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,15,0.06666666666666667
1,6,3,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,15,0.06666666666666667
1,6,3,Monica Geller,Ross Geller,Monica Geller-Ross Geller,15,0.06666666666666667
1,6,3,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,15,0.06666666666666667
1,6,4,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,21,0.047619047619047616
1,6,4,Rachel Green,Ross Geller,Rachel Green-Ross Geller,21,0.047619047619047616
1,6,4,Rachel Green,#ALL#,Rachel Green-#ALL#,21,0.047619047619047616
1,6,4,Rachel Green,Monica Geller,Rachel Green-Monica Geller,21,0.047619047619047616
1,6,4,Rachel Green,Phoebe Buffay,Rachel Green-Phoebe Buffay,21,0.047619047619047616
1,6,4,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,21,0.047619047619047616
1,6,4,Chandler Bing,Ross Geller,Chandler Bing-Ross Geller,21,0.047619047619047616
1,6,4,Chandler Bing,#ALL#,Chandler Bing-#ALL#,21,0.047619047619047616
1,6,4,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,21,0.047619047619047616
1,6,4,Chandler Bing,Phoebe Buffay,Chandler Bing-Phoebe Buffay,21,0.047619047619047616
1,6,4,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,21,0.047619047619047616
1,6,4,Ross Geller,#ALL#,Ross Geller-#ALL#,21,0.047619047619047616
1,6,4,Monica Geller,Ross Geller,Monica Geller-Ross Geller,21,0.047619047619047616
1,6,4,Phoebe Buffay,Ross Geller,Phoebe Buffay-Ross Geller,21,0.047619047619047616
1,6,4,Ross Geller,Joey Tribbiani,Ross Geller-Joey Tribbiani,21,0.047619047619047616
1,6,4,Monica Geller,#ALL#,Monica Geller-#ALL#,21,0.047619047619047616
1,6,4,Phoebe Buffay,#ALL#,Phoebe Buffay-#ALL#,21,0.047619047619047616
1,6,4,#ALL#,Joey Tribbiani,#ALL#-Joey Tribbiani,21,0.047619047619047616
1,6,4,Phoebe Buffay,Monica Geller,Phoebe Buffay-Monica Geller,21,0.047619047619047616
1,6,4,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,21,0.047619047619047616
1,6,4,Phoebe Buffay,Joey Tribbiani,Phoebe Buffay-Joey Tribbiani,21,0.047619047619047616
1,6,5,Monica Geller,Joey Tribbiani,Monica Geller-Joey Tribbiani,6,0.16666666666666666
1,6,5,Chandler Bing,Monica Geller,Chandler Bing-Monica Geller,6,0.16666666666666666
1,6,5,Rachel Green,Monica Geller,Rachel Green-Monica Geller,6,0.16666666666666666
1,6,5,Chandler Bing,Joey Tribbiani,Chandler Bing-Joey Tribbiani,6,0.16666666666666666
1,6,5,Rachel Green,Joey Tribbiani,Rachel Green-Joey Tribbiani,6,0.16666666666666666
1,6,5,Chandler Bing,Rachel Green,Chandler Bing-Rachel Green,6,0.16666666666666666
1,6,6,Director,Joey Tribbiani,Director-Joey Tribbiani,1,1.0
